fdc_id,title,current_path,centroid_path,decision,chosen_desc,confidence,skip_reason,rationale
1885506,"RED SUGAR DESSERT TOPPINGS, RED SUGAR",Snack > Candied Fruit,Snack > Crackers > Crystals,other,sugar sprinkles,0.95,other_jaccard_low_0.25,"The product is a sugar-based dessert topping with coloring and glaze, not candied fruit or crackers."
2069484,VEGETABLE BOWL WITH LEMON PEPPERCORN & PARMESAN DIP,Produce > Vegetables > Corn,Produce > Vegetables > Bell Peppers,other,vegetable bowl with dip,0.95,other_jaccard_low_0.33,"The product is a mixed vegetable bowl with a dip, not a single vegetable like corn or bell peppers."
1983735,"RICED VEGGIES & CHEESE WITH CAULIFLOWER, BROCCOLI & CARROTS ORGANIC PLANT POWERE",Dairy > Cheese,Produce > Vegetables > Carrots,other,frozen vegetable and cheese blend,0.95,other_jaccard_low_0.43,"The product is a frozen mix of riced vegetables with cheese, not a dairy cheese item nor a fresh carrot."
2611626,"RICED CAULIFLOWER ASPARAGUS RISOTTO RICED CAULIFLOWER MIXED WITH ASPARAGUS, PEAS",Dairy > Cheese,Pantry > Canned Vegetables > Asparagus,other,frozen riced cauliflower with vegetables and sauce,0.95,other_jaccard_low_0.50,"The product is a frozen vegetable mix with a sauce, not a dairy cheese or canned asparagus."
2661099,"MIXED CARROTS, CORN, GREEN BEANS, PEAS STEAM-IN-BAG VEGETABLES, MIXED",Snack > Fruit Snacks,Produce > Vegetables > Green Beans > Organic,other,frozen mixed vegetables,1.00,other_jaccard_low_0.50,"The product is a frozen vegetable blend, not a snack fruit snack or fresh organic green beans."
2171108,"SPANISH SEASONING, SPANISH",Pantry > Canned Vegetables > Tomatoes,Pantry > Canned Vegetables > Green Chiles,other,canned seasoned tomato and pepper mix,0.95,other_jaccard_low_0.33,"Ingredients include tomato, peppers, onions, and spices, making it a seasoned vegetable mix, not plain tomatoes or green chiles."
2059139,"FOOD LION, BROCCOLI, CARROTS, SUGAR SNAP PEAS & WATER CHESTNUTS",Snack > Nuts,Produce > Vegetables > Carrots,other,frozen mixed vegetables,1.00,other_jaccard_low_0.50,"The product is a frozen vegetable blend, not a snack nut or fresh produce."
2564169,"BACON CHEDDAR SHRIMP BURGER, BACON; CHEDDAR",Meat & Seafood > Shrimp,Meat & Seafood > Bacon > Patty,other,frozen shrimp burger with bacon and cheddar,0.95,other_jaccard_low_0.38,"The product is a frozen burger made from shrimp, not a plain shrimp or bacon patty; it belongs in a frozen burger category."
1879948,"ANASTASIA CONFECTIONS, COCONUT PATTIES, RUM, RUM",Snack > Candy > Hard Candy,Snack > Cookies > Coconut Cookies,other,coconut patty candy,0.95,other_jaccard_low_0.50,"The product is a coconut patty candy, not a hard candy or a cookie, based on its ingredients and branded category."
2579835,"SPINACH MISO CRUNCH BABY SPINACH, BABY RED CHARD, CARROTS, JAPANESE MISO DRESSIN",Meal > Meal Starters,Produce > Vegetables > Carrots > Chopped > Red,other,bagged salad kit with dressing and toppings,0.95,other_jaccard_low_0.22,"The product is a pre-packaged salad kit with dressing and toppings, not a meal starter or a single vegetable."
2075602,"FRENCH VANILLA FLAVORED INDULGENT YOGURT WITH HONEY ALMOND GRANOLA, FRENCH VANIL",Snack > Nuts > Almonds,Snack > Dried Fruit > Yogurt Raisins,other,vanilla yogurt with granola,1.00,other_jaccard_low_0.40,"The product is a yogurt with granola, not almonds or yogurt raisins."
2189174,"BANANA & NATURAL VANILLA BEAN WITH PEAR GOAT MILK YOGURT AND FRUIT, BANANA & NAT",Beverage > Plant Milk > Oat Milk > Organic,Beverage > Plant Milk > Coconut Milk > Low Fat,other,goat milk yogurt with fruit puree,1.00,other_jaccard_low_0.25,"The product is a goat milk yogurt with fruit, not a plant milk, so both current and proposed paths are incorrect."
2234485,Morningstar Farms Meal Solutions Pulled Pork 10oz,Meal > Meal Starters,Meal > Burgers > Veggie Burgers,other,plant-based pulled pork alternative,0.95,other_jaccard_low_0.33,"The product is a meat substitute designed to mimic pulled pork, not a meal starter or veggie burger."
2555745,Kellogg's Cheez It Crackers Duoz Caramel Popcorn & Cheddar 4oz,Snack > Candy > Caramel,Snack > Crackers > Reduced Fat > Whole Grain,other,snack mix crackers with caramel and cheddar,0.95,other_jaccard_low_0.43,"The product is a snack mix of crackers with caramel and cheddar flavors, not purely candy or reduced fat whole grain crackers."
2716534,LIFE CUISINE Frozen Meal Cauliflower Gnocchi 9.5oz,Pantry > Pasta,Produce > Vegetables > Cauliflower,other,frozen cauliflower gnocchi meal,0.95,other_jaccard_low_0.40,"The product is a frozen prepared meal with cauliflower as a primary ingredient, but it is not fresh produce; it belongs in frozen prepared meals."
2457011,"Zee Zees Applesauce Cup, Rock'n Blue Raspberry, 4.5 oz.",Pantry > Sauces & Salsas > Sauce,Snack > Fruit Snacks > Sugar Free,other,shelf-stable applesauce cup,0.95,other_jaccard_low_0.17,"The product is a shelf-stable applesauce cup with artificial flavors and colors, not a sauce or a sugar-free fruit snack."
2615703,"THICK & CREAMY RANCH DIP, DRESSING & RECIPE MIX",Pantry > Spices & Seasonings > Seasoning,Pantry > Baking Mixes,other,ranch dip seasoning mix,0.95,other_jaccard_low_0.43,"The product is a seasoning mix for dips and dressings, not a baking mix or generic seasoning."
2558238,Spicy Bean & Cheese Bowl,Pantry > Soup,Meal > Pizza > Calzone,other,refried bean and cheese bowl,0.95,other_jaccard_low_0.33,"The product is a savory bowl with refried beans, cheese, and jalapenos, not a soup or a calzone."
2597219,SKIPJACK SOLID LIGHT IN OLIVE OIL TUNA,Pantry > Oil > Olive Oil,Pantry > Oil > Vegetable Oil > Chunk,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is primarily tuna packed in olive oil, not a standalone oil, so neither the current 'Olive Oil' nor the proposed 'Vegetable Oil > Chunk' path is app"
2657468,SKIPJACK SOLID LIGHT TUNA IN OLIVE OIL,Pantry > Oil > Olive Oil,Pantry > Oil > Vegetable Oil > Chunk,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is primarily tuna packed in olive oil, not a standalone oil, so neither the current 'Olive Oil' path nor the proposed 'Vegetable Oil > Chunk' path i"
2629661,SOLID WHITE IN EXTRA VIRGIN OLIVE OIL  ALBACORE TUNA,Pantry > Oil > Olive Oil > Extra Virgin,Pantry > Oil > Vegetable Oil > Chunk,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is canned tuna packed in olive oil, not a standalone oil; neither current path (olive oil) nor proposed path (vegetable oil chunk) fits."
2649922,"Zee Zees Applesauce Cup, Cherry Extraordinary, 4.5 oz.",Pantry > Sauces & Salsas > Sauce,Pantry > Canned Fruit > Mixed Fruit,other,"applesauce cup, cherry flavored",0.95,other_jaccard_low_0.25,"The product is a single-serve applesauce cup with cherry flavor, not a sauce or canned mixed fruit."
2616893,"RICOTTA CHEESE MANICOTTI, RICOTTA CHEESE",Pantry > Pasta,Frozen > Single Entrees > Macaroni & Cheese,other,frozen ricotta cheese manicotti entree,0.95,other_jaccard_low_0.43,"The product is a frozen entree with ricotta cheese manicotti, not a dry pasta or macaroni and cheese."
2313219,LIGHT TUNA IN OLIVE OIL,Pantry > Oil > Olive Oil > Light,Pantry > Oil > Vegetable Oil > Chunk,other,canned light tuna in olive oil,1.00,other_jaccard_low_0.50,"The product is canned tuna, not a type of oil; both current and proposed paths incorrectly classify it as oil."
1984221,"CINNAMON TURMERIC TEA LATTE MIX, CINNAMON TURMERIC",Pantry > Spices & Seasonings > Cinnamon,Pantry > Spices & Seasonings > Turmeric > Powder > Organic,other,tea latte mix with cinnamon and turmeric,1.00,other_jaccard_low_0.22,"The product is a powdered drink mix, not a single spice; both current and proposed paths incorrectly categorize it as a spice."
2374352,"YELLOWFIN TUNA FILLETS IN EXTRA VIRGIN OLIVE OIL, YELLOWFIN TUNA IN EXTRA VIRGIN",Pantry > Oil > Olive Oil > Extra Virgin,Pantry > Oil > Olive Oil > Fillets,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is canned tuna packed in olive oil, not just olive oil or fillets; it belongs in a canned fish/seafood category."
2429130,CAULIFLOWER CAPONATA,Pantry > Sauces & Salsas > Salsa,Produce > Vegetables > Cauliflower,other,prepared vegetable side dish,0.95,other_jaccard_low_0.17,"The product is a prepared vegetable dish (caponata) with cauliflower as a primary ingredient, not a raw vegetable or a salsa."
2191666,"BUTTERNUT SQUASH """"FETTUCCINE"""" ALFREDO BOWL, BUTTERNUT SQUASH """"FETTUCCINE"""" AL",Meal > Pasta Dishes > Penne Alfredo,Pantry > Sauces & Salsas > Pasta Sauce > Butternut Squash,other,butternut squash alfredo bowl,0.95,other_jaccard_low_0.33,"The product is a prepared meal bowl with butternut squash noodles and alfredo sauce, not a pasta dish or a standalone sauce."
2573137,BROWN BUTTER BUTTERNUT SQUASH RAVIOLI WITH DICED BUTTERNUT SQUASH IN A SAGE BROW,Pantry > Sauces & Salsas > Sauce,Produce > Vegetables > Butternut Squash > Diced,other,frozen butternut squash ravioli bowl with sauce,1.00,other_jaccard_low_0.33,"The product is a frozen prepared meal with ravioli and sauce, not a plain sauce or diced butternut squash."
2319806,"BUTTERNUT SQUASH """"FETTUCCINE"""" NOODLES WITH ALFREDO SAUCE, BUTTERNUT SQUASH",Meal > Pasta Dishes > Penne Alfredo,Pantry > Sauces & Salsas > Pasta Sauce > Butternut Squash,other,butternut squash noodles with alfredo sauce,0.95,other_jaccard_low_0.38,"The product is a prepared deli meal of butternut squash noodles with alfredo sauce, not a pasta dish (since it's squash noodles) nor a standalone sauce."
2065147,HAMBURGER FIXIN'S,Meal > Meal Starters,Meat & Seafood > Beef > Ground Beef > Patty,other,prepared vegetable mix for burgers,1.00,other_jaccard_low_0.29,"The product is a mix of tomato, red onion, and lettuce, which is a vegetable topping for burgers, not a meal starter or ground beef patty."
2407098,SOLID WHITE ALBACORE TUNA IN EXTRA VIRGIN OLIVE OIL,Pantry > Oil > Olive Oil > Extra Virgin,Pantry > Oil > Olive Oil > Wild Caught,other,canned tuna in olive oil,0.95,other_jaccard_low_0.43,"The product is primarily canned tuna, not just oil; both paths focus on oil type rather than the main ingredient."
2533875,"YELLOWFIN TUNA IN EXTRA VIRGIN OLIVE OIL WITH JALAPENO PEPPERS, YELLOWFIN IN EXT",Pantry > Oil > Olive Oil > Extra Virgin,Pantry > Oil > Olive Oil > Extra Virgin > Wild Caught,other,canned tuna in olive oil with jalapeno,0.95,other_jaccard_low_0.33,"The product is primarily canned tuna, not just olive oil; both paths focus on oil, ignoring the main ingredient."
2064918,MAKDOUS (EGGPLANT IN OIL),Pantry > Oil,Pantry > Canned Vegetables > Eggplant,other,eggplant preserved in oil with walnuts and garlic,0.90,other_jaccard_low_0.18,"The product is a preserved eggplant dish in oil, not a plain oil or canned vegetable; it fits best as a pickled/fermented vegetable or antipasto."
2456280,"GOYA, FRUIT PUNCH",Snack > Fruit Snacks,Pantry > Pickled > Pickled Vegetables,other,fruit punch drink,1.00,other_jaccard_low_0.40,"The product is a sweetened fruit beverage, not a snack or pickled vegetable."
2298424,"YUCA FRIES, YUCA",Produce > Vegetables > Potatoes,Frozen > Appetizers & Snacks > Chicken Fries,other,frozen yuca fries,1.00,other_jaccard_low_0.40,"The product is frozen yuca (cassava) fries, not fresh potatoes or chicken fries."
1870287,"GOYA, WHITE TUNA IN OLIVE OIL",Pantry > Oil > Olive Oil,Pantry > Oil > Vegetable Oil > Chunk,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is primarily canned tuna, not just oil; both current and proposed paths focus on oil categories, missing the main ingredient."
1466756,"VANILLA INSTANT PUDDING & PIE FILLING, VANILLA",Bakery > Pie,Pantry > Spices & Seasonings > Vanilla > Instant,other,instant pudding and pie filling mix,1.00,other_jaccard_low_0.44,"The product is a dry mix for pudding and pie filling, not a prepared pie or a vanilla seasoning."
2010400,"VEGGIE PEPPERONI MEATLESS SLICES, VEGGIE PEPPERONI",Frozen > Single Entrees > Chimichanga,Meat & Seafood > Chicken > Vegetarian,other,plant-based pepperoni slices,0.95,other_jaccard_low_0.50,"The product is a meatless pepperoni alternative, not a frozen chimichanga or chicken, so it belongs in a plant-based meat alternatives category."
2464864,"YELLOWFIN TUNA IN EXTRA VIRGIN OLIVE OIL WITH SEA SALT, SEA SALT",Pantry > Oil > Olive Oil > Extra Virgin,Pantry > Oil > Olive Oil > Wild Caught,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is primarily canned tuna, not just olive oil; both paths miss the main category."
2127838,KALE WITH SHRIMP SALAD,Meat & Seafood > Shrimp,Meal > Salads > Potato Salad,other,kale and shrimp pasta salad,0.95,other_jaccard_low_0.29,"The product is a prepared salad with kale, shrimp, and pasta, not a plain shrimp item or a potato salad."
2552528,ORGANIC KASHA,Pantry > Grain > Oats > Organic,Pantry > Grain > Barley > Organic,other,organic roasted buckwheat groats,1.00,other_jaccard_low_0.33,"The product is organic roasted buckwheat groats (kasha), which is not oats or barley; it belongs in a buckwheat or other grains category."
2428510,ANCIENT GRAINS SOUTHWEST QUINOA BLEND,Produce > Vegetables > Vegetable Blend,Pantry > Grain > Quinoa,other,frozen quinoa and vegetable blend,0.95,other_jaccard_low_0.43,"The product is a frozen prepared side dish with quinoa, beans, and vegetables, not a raw vegetable blend or plain quinoa."
2026556,SOLID LIGHT TUNA - IN OLIVE OIL,Pantry > Oil > Olive Oil > Light,Pantry > Oil > Vegetable Oil > Chunk,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is canned tuna packed in olive oil, not a standalone oil, so neither the current path (olive oil) nor the proposed path (vegetable oil chunk) is cor"
2010505,"CAKE MATE, CANDY CAKE DECORATIONS",Snack > Candy > Hard Candy,Bakery > Cake,other,cake decorations,0.95,other_jaccard_low_0.50,"The product is a decorative topping for cakes, not a hard candy or a cake itself."
2443367,"PUMPKIN SQUASH RAVIOLI PUMPKIN FILLED RAVIOLI, GREEN BEANS, APPLES AND BUTTERNUT",Pantry > Canned Vegetables > Green Beans,Pantry > Sauces & Salsas > Pasta Sauce > Butternut Squash,other,frozen pasta entree with vegetables,1.00,other_jaccard_low_0.50,"The product is a frozen meal containing ravioli, vegetables, and sauce, not a canned vegetable or pasta sauce."
2479548,"VANILLA CREME HORNS, VANILLA CREME",Bakery > Toaster Pastries,Pantry > Sauces & Salsas > Sauce > Cream Sauce,other,vanilla cream filled pastry,0.95,other_jaccard_low_0.50,"The product is a pastry with vanilla cream filling, not a toaster pastry or a cream sauce."
2213273,"FRESH BRUSCHETTA, FRESH",Pantry > Sauces & Salsas > Salsa,Pantry > Dips & Spreads > Tapenade,other,fresh bruschetta topping,0.90,other_jaccard_low_0.40,"The product is a fresh tomato-based topping with balsamic vinegar and basil, not a salsa (which is typically cooked) nor a tapenade (which is olive-based)."
2487587,"BUTTERNUT SQUASH RAVIOLI WITH BROWN BUTTER SAGE SAUCE, BUTTERNUT SQUASH",Pantry > Sauces & Salsas > Sauce,Pantry > Sauces & Salsas > Pasta Sauce > Butternut Squash,other,frozen butternut squash ravioli with sauce,0.95,other_jaccard_low_0.38,"The product is a complete pasta dish (ravioli with sauce), not a standalone sauce or pasta sauce."
2634480,SOLID LIGHT IN OLIVE OIL TUNA,Pantry > Oil > Olive Oil,Pantry > Oil > Vegetable Oil > Chunk,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is canned tuna packed in olive oil, not a standalone oil; both current and proposed paths incorrectly classify it as oil."
2603891,"YELLOWFIN TUNA IN EXTRA VIRGIN OLIVE OIL WITH SEA SALT, SEA SALT",Pantry > Oil > Olive Oil > Extra Virgin,Pantry > Oil > Olive Oil > Wild Caught,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is primarily canned tuna, not just oil; both paths focus on oil alone, missing the main ingredient."
2668536,"VANILLA & CHOCOLATE FLAVORED SESAME HALVA, VANILLA; CHOCOLATE",Snack > Candy > Hard Candy,Frozen > Ice Cream > Crunchy,other,sesame halva confection,0.95,other_jaccard_low_0.20,"The product is a sesame-based halva, a dense confection, not hard candy or frozen ice cream."
2661088,"MOROCCAN INSPIRED QUINOA & KALE STEAM IN BAG SEASONED QUINOA, KALE, BUTTERNUT SQ",Pantry > Oil > Olive Oil > Extra Virgin,Meal > Pasta Dishes > Biryani,other,frozen seasoned quinoa and vegetable blend,1.00,other_jaccard_low_0.38,"The product is a frozen quinoa and vegetable mix, not olive oil or biryani."
1575730,"BUMBLE BEE, ALBACORE TUNA WITH CHIPOTLE & OLIVE OIL",Pantry > Oil > Olive Oil,Pantry > Oil > Vegetable Oil > Chunk,other,canned tuna with chipotle and olive oil,1.00,other_jaccard_low_0.30,"The product is primarily canned tuna, not oil; both current and proposed paths are oil categories."
906386,"HERB & PEPPERCORN MEDLEY WITH REAL BUTTER & SPICES, HERB & PEPPERCORN",Produce > Vegetables > Corn,Pantry > Spices & Seasonings > Pepper > Ground,other,seasoned potato side dish,0.95,other_jaccard_low_0.29,"The product is a seasoned potato medley with butter and spices, not corn or a ground pepper seasoning."
2389373,CHUNK WHITE ALBACORE TUNA IN EXTRA VIRGIN OLIVE OIL,Pantry > Oil > Olive Oil > Extra Virgin,Pantry > Oil > Vegetable Oil > Chunk,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is primarily canned tuna, not oil; both paths incorrectly classify it as oil."
2607587,MILD PERUVIAN LENTILS AND SOFRITO,Meal > Meal Starters,Pantry > Baking Mixes > Lentils,other,prepared lentil side dish,0.95,other_jaccard_low_0.22,"The product is a ready-to-eat lentil dish with sofrito, not a dry lentil baking mix or a meal starter kit."
2419842,BARLEY & LENTILS A READY-TO-HEAT BLEND OF BARLEY & GREEN LENTILS WITH EXTRA VIRG,Meal > Meal Starters,Pantry > Baking Mixes > Lentils,other,prepared barley and lentil side dish,0.95,other_jaccard_low_0.18,"The product is a ready-to-heat blend of barley and lentils with olive oil and salt, which is a prepared side dish, not a meal starter or a baking mix."
661180,"GLUCOSE TABLETS, TROPICAL FRUIT FLAVORS",Snack > Bars > Energy Bars,Snack > Bars > Energy Bars > Tablet,other,glucose supplement tablet,0.95,other_jaccard_low_0.20,"The product is a glucose supplement tablet, not an energy bar or a subcategory of bars; it belongs in a supplements or medical food category."
510951,CHOPPED ASPARAGUS SALAD KIT,Meal > Meal Starters,Pantry > Canned Vegetables > Asparagus,other,chopped asparagus salad kit with dressing and croutons,0.95,other_jaccard_low_0.30,"The product is a fresh salad kit containing cabbage, asparagus, dressing, and croutons, not a canned vegetable or a meal starter."
518349,SMOKEY ARTISAN ALMOND CHEEZE,Dairy > Cheese,Dairy > Butter > Butter > Organic,other,vegan cheese alternative,0.95,other_jaccard_low_0.40,"The product is a plant-based cheese substitute made from almonds and chickpeas, not dairy cheese or butter."
2171788,"SMOKED ORIGINAL WITH CREAMY ORIGINAL CHAO SLICES, SMOKED ORIGINAL WITH CREAMY OR",Dairy > Cheese,Meat & Seafood > Turkey > Smoked,other,vegan cheese alternative,0.95,other_jaccard_low_0.40,"Ingredients show a plant-based product with tofu and coconut oil, not dairy or meat; current path is wrong and proposed path is also wrong."
2668191,"SALTED CARAMEL POPCORN SEASONING, SALTED CARAMEL",Pantry > Canned Vegetables > Corn,Pantry > Spices & Seasonings > Salt,other,popcorn seasoning blend,1.00,other_jaccard_low_0.40,"The product is a seasoning mix for popcorn, not canned corn or plain salt."
2009878,ORGANIC CACAO BUTTER,Dairy > Butter > Butter > Organic,Pantry > Baking Cocoa > Cocoa Powder,other,cacao butter,1.00,other_jaccard_low_0.33,"Cacao butter is a fat extracted from cacao beans, not a dairy butter or cocoa powder; it belongs in a baking fats or chocolate ingredients category."
578265,SWEET TAMARIND,Snack > Candy > Sour Candy,Produce > Snack Packs > Fruit Snack Pack,other,tamarind fruit,0.80,low_confidence,"The title 'SWEET TAMARIND' suggests a whole fruit or fruit product, not candy or a snack pack; ingredients are missing, but tamarind is a fruit, so it belongs i"
2299119,SOLID LIGHT YELLOWFIN TUNA IN OLIVE OIL,Pantry > Oil > Olive Oil,Pantry > Oil > Vegetable Oil > Chunk,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is canned tuna packed in olive oil, not a standalone oil; neither current path (Olive Oil) nor proposed path (Vegetable Oil > Chunk) fits."
2025911,CHILE NUEVO MEXICO,Pantry > Spices & Seasonings > Seasoning,Pantry > Canned Vegetables > Green Chiles,other,dried chili pods,1.00,other_jaccard_low_0.33,"The product is whole dried chili pods, not a seasoning blend or canned green chiles."
2145527,"SPICY POMODORO KOHLRABI LINGUINE WITH TOMATO CHIPOTLE SAUCE, SPICY",Pantry > Pasta > Linguine,Pantry > Sauces & Salsas > Sauce > Spicy,other,kohlrabi linguine with sauce,0.95,other_jaccard_low_0.33,"The product is a vegetable-based pasta alternative (kohlrabi linguine) with sauce, not a dry pasta or a standalone sauce."
2442686,CREAMY GORGONZOLA TORTA,Pantry > Dips & Spreads > Dip,Dairy > Cheese > Gorgonzola,other,gorgonzola cheese spread with figs,0.95,other_jaccard_low_0.50,"The product is a creamy cheese-based spread with figs and balsamic, not a plain gorgonzola cheese block nor a typical dip."
2068563,SUMMER FRUIT MEDLEY,Beverage > Juice,Produce > Salad Mixes > Salad Mix,other,fresh cut fruit medley,1.00,other_jaccard_low_0.40,"The product is a mix of fresh fruits, not a beverage or salad mix."
2420433,"PASILLA DRIED CHILES, PASILLA",Pantry > Spices & Seasonings > Seasoning,Pantry > Coconut > Coconut Cream,other,dried pasilla chile pepper,1.00,other_jaccard_low_0.29,"The product is a dried chile pepper, not a seasoning blend nor a coconut product."
2115172,"CARDENAS, STEMLESS GUAJILLO CHILE PODS",Pantry > Spices & Seasonings > Seasoning,Pantry > Coconut > Coconut Cream,other,dried guajillo chile pods,1.00,other_jaccard_low_0.29,"The product is dried chile pods, not a seasoning blend nor coconut cream, so neither current nor proposed path fits."
2297774,"RHUBARB & GIN CHUTNEY, RHUBARB & GIN",Pantry > Sauces & Salsas > Salsa,Pantry > Dips & Spreads > Cheese Spread,other,fruit chutney,0.95,other_jaccard_low_0.33,"The product is a sweet and tangy chutney made with rhubarb and gin, not a salsa or cheese spread."
2164544,"ACAI + GOJI + ALUEBERRY ORGANIC SUPERFOOD+ BERRY BLEND, ACAI + GOJI + BLUEBERRY",Pantry > Mixes > Hot Cocoa Mix,Beverage > Smoothies > High Protein > Organic,other,organic berry superfood powder blend,0.95,other_jaccard_low_0.38,"The product is a powdered blend of goji, blueberry, and acai powders, not a hot cocoa mix or a high-protein smoothie."
1861232,TUNA FILLETS WITH OREGANO IN OLIVE OIL,Pantry > Oil > Olive Oil,Pantry > Oil > Olive Oil > Fillets,other,canned tuna in olive oil,0.95,other_jaccard_low_0.43,"The product is primarily tuna fish packed in olive oil, not just olive oil or fillets; it belongs in canned fish/seafood."
1549396,"LA SABROSITA, CHILE PULLA",Pantry > Spices & Seasonings > Seasoning,Pantry > Coconut > Coconut Cream,other,dried chile pepper,0.95,other_jaccard_low_0.33,"The title 'CHILE PULLA' indicates a dried chile pepper, which is neither a seasoning blend nor coconut cream."
1976369,TUNA FILLETS WITH JALAPENO IN OLIVE OIL,Pantry > Oil > Olive Oil,Pantry > Oil > Olive Oil > Fillets,other,canned tuna fillets in olive oil with jalapeno,1.00,other_jaccard_low_0.40,"The product is a canned fish item, not a plain olive oil or fillet ingredient; it belongs in a canned fish/seafood category."
2392125,PETITE TONNO WILD TUNA IN PURE OLIVE OIL,Pantry > Oil > Olive Oil,Pantry > Oil > Olive Oil > Wild Caught,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is primarily canned tuna packed in olive oil, not just olive oil or a wild caught oil variant."
2182813,Old El Paso Pockets Tortilla Kit 375g,Frozen > Skillet Meals,Pantry > Baking Mixes > Meal Starter,other,frozen tortilla kit with salsa,0.95,other_jaccard_low_0.33,"The product is a frozen meal kit with tortillas and salsa, not a skillet meal or a baking mix."
2665264,"HARISSA WITH PRESERVED LEMON, HARISSA",Pantry > Sauces & Salsas > Salsa,Pantry > Spreads > Marmalade,other,harissa paste with preserved lemon,1.00,other_jaccard_low_0.14,"Harissa is a chili paste, not a salsa or marmalade; ingredients and title confirm it's a savory condiment."
1943978,UNCLE BARRY'S BRUSCHETTA,Pantry > Sauces & Salsas > Salsa,Pantry > Dips & Spreads > Tapenade,other,bruschetta topping,0.90,other_jaccard_low_0.50,"The product is a tomato-based topping with olive oil and basil, not a salsa (which is typically blended) nor a tapenade (which is olive-based)."
1883319,"ORGANILICIOUS, SUNDRIED TOMATO JALAPENO SPREAD",Pantry > Canned Vegetables > Tomatoes > Organic,Pantry > Spices & Seasonings > Pepper > Diced,other,sun-dried tomato jalapeno spread,0.95,other_jaccard_low_0.50,"The product is a savory spread made from sun-dried tomatoes and jalapenos, not a canned vegetable or a diced pepper seasoning."
2652061,"YELLOWFIN SOLID LIGHT TUNA IN OLIVE OIL, YELLOWFIN SOLID LIGHT IN OLIVE OIL",Pantry > Oil > Olive Oil > Light,Pantry > Oil > Vegetable Oil > Chunk,other,canned tuna in olive oil,1.00,other_jaccard_low_0.43,"The product is canned tuna packed in olive oil, not a standalone oil; both paths incorrectly classify it as oil."
1948562,"LEVEL LIFE, GLUCOSE GEL, STRAWBERRY BANANA, STRAWBERRY BANANA",Pantry > Gelatin > Gel,Snack > Bars > Energy Bars > Organic,other,glucose gel supplement,0.95,other_jaccard_low_0.20,"The product is a glucose gel for managing blood sugar, not a gelatin dessert or an energy bar."
2161611,"SALTED CARAMEL POPCORN SEASONING, SALTED CARAMEL",Pantry > Canned Vegetables > Corn,Pantry > Spices & Seasonings > Salt,other,popcorn seasoning blend,0.95,other_jaccard_low_0.40,"The product is a seasoning blend specifically for popcorn, not a canned vegetable or plain salt."
2587957,BUTTERNUT SQUASH & SAGE RAVIOLI RAVIOLIS STUFFED WITH RICOTTA CHEESE AND BUTTERN,Pantry > Canned Vegetables > Tomatoes,Pantry > Sauces & Salsas > Pasta Sauce > Butternut Squash,other,frozen stuffed pasta with sauce,0.95,other_jaccard_low_0.50,"The product is a frozen ravioli meal with sauce, not a canned vegetable or pasta sauce alone."
2629306,BUTTERNUT SQUASH & SAGE RAVIOLI RAVIOLIS STUFFED WITH ROASTED BUTTERNUT SQUASH A,Pantry > Canned Vegetables > Tomatoes,Pantry > Sauces & Salsas > Pasta Sauce > Butternut Squash,other,frozen stuffed pasta with butternut squash and cheese,1.00,other_jaccard_low_0.42,"The product is a frozen ravioli dish, not a canned vegetable or pasta sauce."
1143728,KESAR KULFI DESSERT MIX,Pantry > Pudding & Custard Mixes > Pudding Mix,Pantry > Baking Mixes > Cake Mix > Keto,other,Indian dessert mix for kulfi,0.95,other_jaccard_low_0.29,"Kesar Kulfi is a traditional Indian frozen dessert, not a pudding mix or a keto cake mix."
1369778,SWEET TAMARIND,Snack > Candy > Sour Candy,Produce > Snack Packs > Fruit Snack Pack,other,tamarind candy,0.80,low_confidence,"The product is sweet tamarind, likely a candy, but the current path 'Sour Candy' is too specific and the proposed path 'Fruit Snack Pack' is incorrect as it's n"
2026210,"FRIED APPLES WITH HOMESTYLE SPICES, HOMESTYLE SPICES",Pantry > Sauces & Salsas > Sauce,Pantry > Sauces & Salsas > Sauce > Sliced,other,canned spiced apples,0.95,other_jaccard_low_0.29,"The product is canned fruit with spices, not a sauce or salsa, so both paths are incorrect."
1923337,"COOKIE BUTTER, SPICED COOKIE SPREAD",Snack > Cookies,Dairy > Butter > Butter > Spread,other,cookie butter spread,0.95,other_jaccard_low_0.50,"The product is a spiced cookie spread, not a cookie (current) nor a dairy butter (proposed); it belongs in spreads or nut/seed butters."
